MAC #,incipit,repository,ms number,Notes and alternate forms of incipit by a few letters
199,ወሀሎ፡ ውስተ፡ አሐቲ፡ ሀገር፡ አሐዱ፡ ደብር፡ ዘአዕረፈ፡ ሊቁ። ወጥቀ፡ ውእቱ፡ ደብር፡ ሀሎ፡ አሐዱ፡ ደብር፡ ዘቦቱ፡ ሊቅ፡ ወኮነ፡ ውስቴቱ፡ አሐዱ፡ ብእሲ፡ ክቡር፡ ዘይፈቅድ፡ ይሠየም፡ ህየንተ፡ ውእቱ፡ ዘሞተ,EMML,3872,
200,ወሀሎ፡ ውስተ፡ አሐዱ፡ ሀገር፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ ዘተመዝበረት፡ ወፈቀዱ፡ ከመ፡ ይሕንጽዋ። ወአንበሩ፡ ውስተ፡ ኆኅታ፡ ሥዕለ፡ እግዝእትነ፡…. ከመ፡ ኵሉ፡ ዘየኃልፍ፡ ውስተ፡ ፍኖት፡ የሀብ፡ ምጽዋተ፡ በእንተ፡ ሥዕላ፡ ለእግዝእትነ,EMML,3872,
201,ወሀለወት፡ አሐቲ፡ ሐመር፡ ዘተሐውር፡ ማእከለ፡ ባሕር፡ ወእንዘ፡ ተሐውር፡ ውስተ፡ ባሕር፡ ጸልመ፡ ላዕሌሃ፡ መዓልት፡ ወጸንዐ፡ ነፋስ፡ ወተቈጠ፡ ባሕር,EMML,3872,
201,ተብህለ፡ ከመ፡ ሀለወት፡ አሐቲ፡ ሐመር፡ ወብዙኃን፡ ሰብእ፡ ተዕፂኖሙ፡ ዲቤሃ፡ ሀለዉ፡ ወይእቲ፡ እንዘ፡ ተሐውር፡ ውስተ፡ ባሕረ፡ በራንጥያ፡ ጸልመት፡ ዓየር,EMML,3275,
202,ተብህለ፡፡ ከመ፡፡ ሀሎ፡ አሐዱ፡ ብእሲ፡ መስተቃሕው፡ አይሁዳዊ፡ ወበአሐቲ፡ ዕለት፡ ተቀሐወ፡ ምስለ፡ አሐዱ፡ ብእሲ፡ ወተመውአ፡ ውእቱ፡ አይሁዳዊ፡ ወፈደየ፡ ንዋየ፡ ብዙኃ፡ ለውእቱ፡ ብእሲ፡ ዘተቀሐወ፡ ምስሌሁ,EMML,7089,"(no incipit in Macomber, incipit supplied by JB from EMML 7089)"
203,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ፈረሳዊ፡ ዘይትለአካ፡ ለእግዝእትነ፡ ቅድስት፡ በኵሉ፡ ወኮነ፡ ወትረ፡ ይሳለማ፡ በፍርሃተ፡ ልብ። ወባሕቱ፡ አኃዘ፡ ውእቱ፡ ፈረሳዊ፡ ይዝሩ፡ ንዋቶ፡ በከንቱ፡ ወእምዝ፡ ኃልቀ፡ ንዋዩ,EMML,3872,
204,ወሀሎ፡ አሐዱ፡ መነኮስ፡ ዘሥዩም፡ ውስተ፡ ደብር፡ ጥቀ፡ ፈለግ፡ ውእቱ፡ ደብር፡ ወዓቃቢሃ፡ ወመጋቢሃ፡ ውእቱ፡ ፡ መነኮስ፡ ዘቤተ፡ ክርስቲያን፡ ወኮነ፡ ሶበ፡ ይበውእ፡ ቅድመ፡ ሥዕላ፡ ለእግዝእትነ፡…. ይብል፡ ሰላማ፡ ዘውእቱ፡ ሰላመ፡ መልአክ፡ ላዕሌሃ። ኮነ፡ ውእቱ፡ መነኮስ፡ ያፈቅራ፡ ለአሐቲ፡ ብእሲት፡ ወይእቲ፡ ትነብር፡ ማዕዶተ፡ ፈለግ,EMML,3872,
205,ወሀለወት፡ አሐቲ፡ መበለት፡ ውስተ፡ ደብር፡ ወትትለአካ፡ ለእግዝእትነ፡…. ወታከብራ፡ ወታፈቅራ፡ በኵሉ፡ ልባ። ወኮነት፡ ይእቲ፡ መበለት፡ የዋሂተ፡ ወትጸውም፡ ወትጼሊ፡ ወበተፍጻሚተ፡ ጸሎታ፡ ትጼሊ፡ ጸሎተ፡ ምውታን,EMML,3872,ወሀለወት፡ አሐቲ፡ መበለት፡ ውስተ፡ ደብር፡ ወትትለአካ፡ ለእግዝእትነ፡…. ወታከብራ፡ ወታፈቅራ፡ በኵሉ፡ ልባ። ወኮነት፡ ይእቲ፡ መበለት፡ የዋሂተ፡ (ms: የዋህ፡) ወትጸውም፡ ወትጼሊ፡ ወበተፍጻሚተ፡ ጸሎታ፡ ትጼሊ፡ ጸሎተ፡ ምውታን
206,ወሀለወት፡ አሐቲ፡ መበለት፡ ውስተ፡ ደብር፡ ዘኮነት፡ ትትለአክ፡ ለእግዝእትነ፡…. ወፈድፋደ፡ ታከብራ፡ ወታበዝኅ፡ ሰላማ፡ ወተኄውጽ፡ አብያተ፡ ክርስቲያናት፡ ዘእግዝእትነ,EMML,3872,
207,ንወጥን፡ በረድኤተ፡ እግዚአብሔር፡ ወበአኰቴተ፡ ስብሐቲሁ፡ ወንዜንወክሙ፡ ኦአኃው፡ ፍቁራን፡ ሕዝበ፡ ክርስቲያን፡ ዘንተ፡ ዐቢየ፡ ተአምረ፡ ወመንክረ፡ ዘገብረት፡ እግዝእትነ፡…. በሀገረ፡ አትሪብ ። ወሀሎ፡ ንጉሥ፡ በውእቱ፡ መዋዕል፡ ዘስሙ፡ ከሊፋ፡ ወዝብሂል፡ ዘነግሠ፡ እምድኅረ፡ አቡሁ፡ ረስዲድ፡ ወትርጓሜሁ፡ ድሩክ፡ ብእሲ፡ ብሂል። ወኮነ፡ እምቅድመ፡ ይትወፈይ፡ መንግሥተ፡ ይትቃወሞሙ፡ ለክርስቲያን፡ ወይሰድዶሙ፡ ወይደቢ፡ አብያተ፡ ክርስቲያናት,EMML,3872,ንወጥን፡ በረድኤተ፡ እግዚአብሔር፡ ወበአኰቴተ፡ ስብሐቲሁ፡ ወንዜንወክሙ፡ ኦአኃው፡ ፍቁራን፡ ሕዝበ፡ ክርስቲያን፡ ዘንተ፡ ዐቢየ፡ ተአምረ፡ ወመንክረ፡ ዘገብረት፡ እግዝእትነ፡…. በሀገረ፡ አትሪብ (ms: ዐትራብ)። ወሀሎ፡ ንጉሥ፡ በውእቱ፡ መዋዕል፡ ዘስሙ፡ ከሊፋ፡ ወዝብሂል፡ ዘነግሠ፡ እምድኅረ፡
208,ወኮነ፡ አብ፡ ቅዱስ፡ አባ፡ ማርዳሪ፡ ዝንቱ፡ ክቡር፡ በኀበ፡ እግዚአብሔር፡ እንዘ፡ ሀሎ፡ ውስተ፡ ደብሩ፡ በዕለተ፡ እሑድ፡ በጊዜ፡ ጽባሕ፡ እንዘ፡ ይጼሊ፡ ሰምዓ፡ ድምፀ፡ ፲፡ ወ፪፡ መላእክት፡ እንዘ፡ ይወርዱ፡ በጽባሕ,EMML,3872,
209,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በአሐቲ፡ ሀገር፡ ወውእቱ፡ ብእሲ፡ ባዕል፡ ውእቱ፡ ፈድፋደ፡ እምኵሎሙ፡ ሰብአ፡ ይእቲ፡ ሀገር፡ ወቦቱ፡ ወርቀ፡ ወብሩረ፡ ወአልባሰ፡ ክቡረ፡…. ወብዙኅ፡ ግበሪሁ፡ ጥቀ። ወእምዝ፡ መጽአ፡ ሞት፡ ዐቢይ፡ ወአጋታ፡ ለሀገሩ,EMML,3872,
210,ተአምሪሃ፡…. ዘገብረት፡ እንዘ፡ ተሐውር፡ ኀበ፡ ከብካበ፡ መርዓ፡ ስምዖሙ፡ ለአባ፡ ኤሲ፡ ወለቴክላ፡ እኅቱ፡ ኀበ፡ ሀገረ፡ እስክንድርያ። ጸሎታ፡…. ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ አባ፡ ኤሲ፡ ወቴክላ፡ እኅቱ፡ እምሰብአ፡ ቡጺር፡ እምአድያመ፡ ግብጽ,EMML,3872,
211,ወእንዘ፡ ተሐውር፡ እግዝእትነ፡…. ኀበ፡ ከብካበ፡ መርዓሆሙ፡ ወስምዖሙ፡ ለአባ፡ ኤሲ፡ ወቴክላ፡ እንዘ፡ ሀለወት፡ መልዕልተ፡ ባሕር፡ ምስለ፡ መላእክት,EMML,3872,
212,ወእምዝ፡ አዘዘ፡ መኰንን፡ ከሐዲ፡ ከመ፡ ያንብርዎሙ፡ ዲበ፡ መናብርተ፡ ኃፂን,EMML,3872,
213,ይቤ፡ ጳውሎስ፡ ዘይነግር፡ ስብሐቲሃ፡ ለእግዝእትነ፡…. ዘርእየ፡ በሰማይ፡ አመ፡ መሰጥዎ፡ ውስተ፡ ሰማይ፡ በከመ፡ ይቤ፡ ለሊሁ,EMML,3872,
214,ወኮነ፡ ሎቱ፡ ለአባ፡ አሞኒ፡ ቅዱስ፡ ረድአ፡ ዘስሙ፡ አባ፡ ብሖር,EMML,3872,
215,ይቤ፡ ጎርጎርዮስ፡ ራእየ፡ ኅቡኣት፡ እንዘ፡ ያይድዕ፡ ስብሐቲሃ፡ ለእግዝእትነ፡…. ዘርእየ፡ በሰማይ።,EMML,,
216,ወሀለወት፡ አሐቲ፡ ብእሲት፡ ቅድስት፡ ብእሲተ፡ ጊዮርጊስ፡ ሐዲስ፡ መዋኢ፡ ሰማዕት፡ ዘትሰመይ፡ ሰውላ,EMML,3872,
217,ወሀሎ፡ በሀገረ፡ ኢየሩሳሌም፡ መንገለ፡ ሄኖን፡ በቅሩበ፡ ሳሌም፡ በማዕዶተ፡ ዮርዳኖስ,EMML,3872,
218,ወሀሎ፡ አሐዱ፡ ንጉሥ፡ ውስተ፡ ሀገር፡ ዘይብልዎ፡ ሙፃአ፡ ፀሐይ፡ ወሎቱ፡ ሀሎ፡ ዐቢይ፡ ብእሲ፡ መሠርይ፡ ጥቀ፡ ዘስሙ፡ አብራሲት,EMML,3872,
219,ወሀሎ፡ አሐዱ፡ መኰንን፡ ዘይደዊ፡ ወልዱ። ወእንዘ፡ ሀለወት፡ እግዝእትነ፡…. በቤተ፡ ልሔም፡ ወጐድጐደ፡ ኆኅተ፡ ቤታ,EMML,3872,
220,ወሀለወት፡ አሐቲ፡ ብእሲት፡ እንተ፡ ያጽሕብዋ፡ ብዙኃን፡ አጋንንት፡ ወመጽአት፡ ኀበ፡ እግዝእትነ፡…. ወጸርሐት፡ በዐቢይ፡ ቃል,EMML,3872,ወሀለወት፡ አሐቲ፡ ብእሲት፡ እንተ፡ ያጽሕብዋ፡ ብዙኃን፡ አጋንንት፡ (ms: አጋንን፡) ወመጽአት፡ ኀበ፡ እግዝእትነ፡…. ወጸርሐት፡ በዐቢይ፡ ቃል
221,ዘከመ፡ ፈወሰታ፡ ለአሐቲ፡ ብእሲት፡ እምነ፡ ፈጸንታ። ወመጽአት፡ አሐቲ፡ ብእሲት፡ እምምድረ፡ ግብጽ፡ እንዘ፡ ሀለወት፡ እግዝእትነ፡…. በቤተ፡ ልሔም፡ እንዘ፡ ትፈጽን፡ ዐቢየ፡ ፈጸንተ,EMML,3872,
222,ዘከመ፡ አሕየወት፡ ዓይና፡ ለብእሲት። ጸሎታ፡…. ወእንዘ፡ ሀለወት፡ እግዝእትነ፡…. በቤተ፡ ልሔም፡ መጽአት፡ አሐቲ፡ ብእሲት፡ እንተ፡ አዖራ፡ ጋኔን፡ ዓይና፡ ዘየማን,EMML,3872,
223,ዘከመ፡ አስተርአየቶ፡ ለጢሞቴዎስ፡ ሊቀ፡ ጳጳሳት፡ ዘእለስክንድርያ፡ በውስተ፡ ቤተ፡ ክርስቲያኑ፡ ለአባ፡ ጳኵሚስ። ጸሎታ፡…. ወሀለዉ፡ ብዙኃን፡ መነኮሳት፡ እምነ፡ ደቂቁ፡ ለአባ፡ ጳኵሚስ፡ ወእሙንቱ፡ በአምሳለ፡ መላእክት,EMML,3872,
224,ዘአስተርአየቶ፡ ለእንጦንስ፡ ዘደብረ፡ ቍስቋም። ጸሎታ፡…. አነ፡ እንጦንስ፡ ዘደብረ፡ ቍስቋም፡ ሖርኩ፡ ወሰብኩ፡ ወኖምኩ፡ ንስቲተ,EMML,3872,
225,ዘከመ፡ አስተርአየቶ፡ ለአሐዱ፡ እምንኡሳን፡ እንዘ፡ ሀሎ፡ ምስለ፡ አባ፡ ጢሞቴዎስ፡ ሊቀ፡ ጳጳሳት፡ ዘእለስክንድርያ። ጸሎታ፡…. ይቤ፡ ውእቱ፡ ቅዱስ፡ ዘርእየ፡ ራእየ፡ ወርኢክዋ፡ ለእግዝእትነ፡…. ወይእቲ፡ ተአወድ፡ አውዳ፡ ለሊቀ፡ ጳጳሳት,EMML,3872,
226,ዘከመ፡ ቀብአት፡ እገሪሆሙ፡ በቅብአ፡ በረከት፡ ወፈወሰቶሙ፡ ለእንስሳ። ጸሎታ፡…. ይቤ፡ እንጦንስ፡ ዘደብረ፡ ቍስቋም፡ እሙነ፡ እነግር፡ አነ፡ ከመ፡ እግዝእትነ፡…. ህየ,EMML,3872,
227,ወውእቱሰ፡ ይቤ፡ አንሰ፡ ርኢክዋ፡ ካዕበ፡ ለቅድስት፡ ድንግል፡ በዛቲ፡ ሌሊት፡ ወይእቲ፡ ትቤለኒ፡ እስመ፡ ኪዳነ፡ ወልድየ፡ ፍቁር፡ ኅቡዕ,EMML,3872,ወውእቱሰ፡ ይቤ፡ አንሰ፡ ርኢክዋ፡ ካዕበ፡ ለቅድስት፡ ድንግል፡ በዛቲ፡ (ms: ዘዛቲ፡) ሌሊት፡ ወይእቲ፡ ትቤለኒ፡ እስመ፡ ኪዳነ፡ ወልድየ፡ ፍቁር፡ ኅቡዕ
228,ዘከመ፡ አስተርአየቶ፡ ለእንጦንስ፡ ዘደብረ፡ ቍስቋም፡ ዘከመ፡ ትስእላ፡ ለእግዝእትነ፡ በእንተ፡ ቅብአተ፡ እገሪሆሙ፡ ለእንስሳ፡ ለእሉ፡ ይመጽኡ፡ ኀበ፡ ደብረ፡ ቍስቋም። ጸሎታ፡…. ይቤ፡ እንጦንስ፡ ዘደብረ፡ ቍስቋም፡ ወተስእልክዋ፡ ለእግዝእትነ፡…. እንዘ፡ እብል፡ በእንተ፡ ምንት፡ ቀበእኪዮሙ፡ ለእገሪሆሙ፡ ለእንስሳ፡ በቅብእ፡ እምቅድመ፡ ሰብእ,EMML,3872,
229,ዘከመ፡ አስተርአየቶ፡ ለእንጦንስ፡ ዘደብረ፡ ቍስቋም፡ ወዘከመ፡ ርእየ፡ ውስተ፡ እዴሃ፡ ቢረሌ፡ ቅብእ። ጸሎታ፡…. ወአስተርአየተኒ፡ እግዝእትየ፡…. ጊዜ፡ ሰርክ፡ ውስተ፡ እዴሃ፡ ቢረሌ፡ ቅብእ,EMML,3872,
230,ስምዑኬ፡ አበውየ፡ ወአኃውየ፡ ዘንተ፡ ተአምረ፡ ዘገብረት፡ እግዝእትነ፡…. በውስተ፡ አሐቲ፡ መካን፡ በዕለተ፡ በዓላ። ጸሎታ፡…. ወሀሎ፡ አሐዱ፡ ብእሲ፡ ውስተ፡ ውእቱ፡ መካን፡ ዘይእኅዝ፡ መራኁተ፡ ቤተ፡ ክርስቲያን,EMML,3872,
231,ዘከመ፡ አስተርአየቶ፡ ለጢሞቴዎስ፡ ሊቀ፡ ጳጳሳት፡ ወነገረቶ፡ ሑረያቲሁ፡ ምስለ፡ ፍቁር፡ ወልዳ፡ ወምስለ፡ ዮሴፍ፡ ወምስለ፡ ሰሎሜ። ጸሎታ፡…. ይቤ፡ ጢሞቴዎስ፡ ሊቀ፡ ጳጳሳት፡ አንሰ፡ ርኢክዋ፡ ለእግዝእትነ፡…. ናሁ፡ ወረደት፡ እምሰማይ,EMML,3872,
232,ዘከመ፡ አስተርአየቶ፡ ወተናገረቶ፡ ለጢሞቴዎስ፡ ሊቀ፡ ጳጳሳት። ጸሎታ፡…. ወናሁ፡ አስተርአዮ፡ ገብርኤል፡ መልአክ፡ ለዮሴፍ፡ እንዘ፡ ይብል፡ ተንሥእ፡ ወንሣእ፡ ሕፃነ፡ ወእሞ፡ ወሑር፡ እምድረ፡ ግብጽ,EMML,3872,
233,ዘከመ፡ አስተርአየቶ፡ ወተናገረቶ፡ ለጢሞቴዎስ፡ ሊቀ፡ ጳጳሳት። ጸሎታ፡…. ወሶበ፡ ዐደውነ፡ ወኃለፍናሃ፡ ለእንትኩ፡ መከራት፡ ኵላ፡ ዘውስተ፡ እንታክቲ፡ ፍናዊት,EMML,3872,
234,ዘከመ፡ አስተርአየቶ፡ ወተናገረቶ፡ ለጢሞቴዎስ፡ ሊቀ፡ ጳጳሳት። ጸሎታ፡…. ወእምድኅረ፡ ዝንቱ፡ ኃለፍነ፡ ውስተ፡ ሀገር፡ ካልእት፡ ወኢኃደገነ፡ ፍርሃት,EMML,2058,
235,ዘከመ፡ አስተርአየቶ፡ ወተናገረቶ፡ ለጢሞቴዎስ፡ ሊቀ፡ ጳጳሳት። ጸሎታ፡…. ወይቤለኒ፡ ፍቁር፡ ወልድየ፡ እንዘ፡ ይብል፡ ኦወለዲትየ፡ ርእዪ፡ ኀበ፡ መትሕት,EMML,3872,
236,ዘከመ፡ አስተየቶ፡ ለከልብ፡ ጽሙእ፡ በአሣዕና። ጸሎታ፡…. ወሀለወት፡ አንስት፡ ምስለ፡ እግዝእትነ፡…. ወመጽአ፡ ከልብ፡ ወሰደዳሁ፡ ውእቶን፡ አንስት,EMML,3872,
237,ዘከመ፡ አስተርአየቶ፡ ወተናገረቶ፡ ለጢሞቴዎስ፡ ሊቀ፡ ጳጳሳት። ጸሎታ፡…. ወመጽአ፡ ኀቤነ፡ አኅሩፋስ፡ መልአክ፡ ዘየዓቅባለ፡ ምድረ፡ ግብጽ፡ ወሰገደ፡ ለፍቁር፡ ወልድየ፡ ከመ፡ ሕዙን,EMML,3872,
238,ዘከመ፡ አስተርአየቶ፡ ወተናገረቶ፡ ለጢሞቴዎስ፡ ሊቀ፡ ጳጳሳት። ጸሎታ፡…. ወኮነ፡ ብነ፡ ውስተ፡ ሀገረ፡ አስሞኒን፡ እምድንጋፄ፡ ወፍርሃት፡ ወሐዘን,EMML,3872,
239,ዘከመ፡ አስተርአየቶ፡ ወተናገረቶ፡ ለጢሞቴዎስ፡ ሊቀ፡ ጳጳሳት። ጸሎታ፡…. ወኮነ፡ እምድኅረ፡ በአትነ፡ እምዝንቱ፡ መካን፡ ፍርሃት፡ ብዙኅ። ወወፅኡ፡ ላዕሌነ፡ ፈያት፡ ወአፍርሁነ፡ ጥቀ,EMML,3872,
240,ዘከመ፡ አስተርአየቶ፡ ወተናገረቶ፡ ለጢሞቴዎስ፡ ሊቀ፡ ጳጳሳት። ጸሎታ፡…. ወሶበ፡ በጻሕነ፡ ኀቤሁ፡ ናንሶሱ፡ ዝየ፡ ወዝየ፡ ዮጊ፡ ለእመ፡ ንረክብ፡ መካነ፡ ሠናየ፡ ከመ፡ ንንበር፡ ውስቴቱ,EMML,3872,
241,ዘከመ፡ አስተርአየቶ፡ ለዮሐንስ፡ አፈ፡ ወርቅ፡ በአልባስ፡ ጸዓዳ፡ ከመ፡ ዘበረድ። ጸሎታ፡…. ወሀሎ፡ አሐዱ፡ ብእሲ፡ ሊቀ፡ ጳጳሳት፡ ዘሀገረ፡ ቍስጥንጥንያ፡ ዘስሙ፡ ዮሐንስ፡ አፈ፡ ወርቅ፡ ወእንዘ፡ ሀሎ፡ ውእቱ፡ እምቅድመ፡ ይንሣእ፡ ሢመተ፡ ቅስና,EMML,3872,
242,ዘከመ፡ ወፅአት፡ እሳት፡ ወአውዓዮሙ፡ ለአይሁድ። ጸሎታ፡…. ወእምድኅረ፡ ኃምስ፡ መዋዕል፡ እንዘ፡ ሀለወት፡ እግዝእትነ፡…. በቤተ፡ ልሔም፡ አእመረ፡ መኰንን፡ ወሊቃነ፡ ካህናት፡ ከመ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ ውስተ፡ ቤታ,EMML,3872,
243,ዘከመ፡ ተናገረ፡ መንፈስ፡ ቅዱስ፡ ክብራ፡ ለእግዝእትነ፡…. ጸሎታ፡…. ወእምዝ፡ እምድኅረ፡ አስተርአየ፡ ዝተአምር፡ ላዕለ፡ እግዝእትነ፡ ማርያም፡ ወላዕለ፡ አርድእት፡ ዘተናገረ፡ መንፈስ፡ ቅዱስ፡ ወይቤ፡ አእምሩኬ፡ ከመ፡ በዕለተ፡ እሑድ፡ አብሰራ፡ ገብርኤል፡ መልአክ፡ ለማርያም፡ ቅድስት,EMML,3872,
244,ዘከመ፡ ጸለየት፡ እግዝእትነ፡ ማርያም። ጸሎታ፡…. ወጸለየት፡ እግዝእትነ፡ ማርያም፡ ወትቤ፡ እግዚእየ፡ ወአምላኪየ፡ ስፋሕ፡ እዴከ፡ ወባርክ፡ ላዕሌየ,EMML,3872,
245,ዘከመ፡ ጸለየት፡ ካዕበ፡ እግዝእትነ፡ ማርያም። ጸሎታ፡…. ወካዕበ፡ ጸለየት፡ እግዝእትነ፡…. ኦእግዚእየ፡ ኢየሱስ፡ ክርስቶስ፡ ወልደ፡ እግዚአብሔር፡ ልዑል፡ ዘይገብር፡ ኵሎ፡ ዘፈቀደ፡ በሰማይ፡ ወበምድር,EMML,3872,
246,ዘከመ፡ አውፅአት፡ ነፍሳተ፡ እለ፡ እምውስተ፡ ደይን። ጸሎታ፡…. እፈቅድኬ፡ ዮም፡ ከመ፡ ትፈጽም፡ ሊተ፡ ኀሢሦትየ፡ ወታዕርግ፡ ኵሎ፡ ነፍሳተ፡ ዘውስተ፡ ኵነኔ,EMML,3872,
247,ዘከመ፡ ርእያ፡ ዮሐንስ፡ ወልደ፡ ነጕድጓድ፡ በዕለተ፡ ፍልሰታ፡ በከመ፡ ተስእለ፡ በእንቲአሃ። ጸሎታ፡…. ወአንሰ፡ እቤ፡ ኦእግዚእየ፡ ውስተ፡ አይኑ፡ መካናት፡ ሀለወት፡ ወላዲትከ፡ ድንግል,EMML,3872,ዘከመ፡ ርእያ፡ ዮሐንስ፡ ወልደ፡ ነጕድጓድ፡ በዕለተ፡ ፍልሰታ፡ በከመ፡ ተስእለ፡ በእንቲአሃ። ጸሎታ፡…. ወአንሰ፡ እቤ፡ ኦእግዚእየ፡ (ms: ኦእግዝእትየ፡) ውስተ፡ አይኑ፡ መካናት፡ ሀለወት፡ ወላዲትከ፡ ድንግል
248,ዘከመ፡ ተክህነ፡ እግዚእነ፡ በዕለተ፡ ፍልሰታ፡ ለወላዲቱ፡ ዘከመ፡ አቅረቦሙ፡ ለአርድእቱ፡ ወለኵሉ፡ ጉባኤ። ጸሎታ፡…. ወእምድኅረ፡ ዝንቱ፡ ኮነ፡ እግዚእነ፡ ክርስቶስ፡ ካህነ፡ ለሥጋ፡ ወላዲቱ፡ ቅድስት,EMML,3872,(usual form) ዘከመ፡ ተክህነ፡ እግዚእነ፡ በዕለተ፡ ፍልሰታ፡ ለወላዲቱ፡ ዘከመ፡ አቅረቦሙ፡ (ms: አቅረብዎሙ፡) ለአርድእቱ፡ ወለኵሉ፡ ጉባኤ። ጸሎታ፡…. ወእምድኅረ፡ ዝንቱ፡ ኮነ፡ እግዚእነ፡ ክርስቶስ፡ ካህነ፡ ለሥጋ፡ ወላዲቱ፡ ቅድስት
248,አመ፡ ፲ወ፮፡ ለነሐሴ፡ አመ፡ ፍልሰተ፡ ሥጋሃ፡ ለእግዝእትነ፡ ማርያም፡ ሠምረ፡ ፍቁር፡ ወልዳ፡ ኢየሱስ፡ ክርስቶስ፡ ይሣሃሎሙ፡ ለእለ፡ ውስተ፡ ሲኦል፡ በትንብል፡ ለእሙ,EMML,2060,(expanded form)
249,ዘከመ፡ ተስእለቶ፡ እግዝእትነ፡ ማርያም፡ ለወልዳ፡ ከመ፡ ይስብኩ፡ ፍልሰታ፡ ወዕርገታ። ጸሎታ፡…. በሊ፡ ለአርድእት፡ ከመ፡ በዝንቱ፡ ይስብኩ፡ ቍርባነ፡ ዘዮም,EMML,3872,
250,ዘከመ፡ ሰአለቶ፡ ለወልዳ፡ ከመ፡ ያምጽኦ፡ ለዮሐንስ፡ ወትርአዮ። ጸሎታ፡…. ወጸለየት፡ እግዝእትነ፡ ማርያም፡ እንዘ፡ ትብል፡ ኦእግዚእየ፡ ወአምላኪየ፡ ኢየሱስ፡ ክርስቶስ፡ ዘኀረያ፡ ለአመቱ፡ ድሉተ፡ ለተስብኦቱ,EMML,3872,
251,ዘከመ፡ ርእየ፡ ማኅደራ፡ ለእግዝእትነ፡ ማርያም፡ ዮሐንስ፡ ወልደ፡ ንጕድጓድ። ጸሎታ፡…. ወይቤለኒ፡ አቡየ፡ ዮሐንስ፡ ሊተ፡ ለአብሮኮሮስ፡ ወለመስተጋብኣን፡ ሰላም፡ ለክሙ። ወኢኃደገ፡ እንዘ፡ ይምዕዶሙ፡ ለጉቡኣን፡ እስከ፡ ጌሰም,EMML,3872,
252,ዘከመ፡ አስተርአየ፡ ገብርኤል፡ መልአክ፡ ለእግዝእትነ፡ ማርያም። ጸሎታ፡…. ወትቤ፡ እግዝእትነ፡ ማርያም፡ እንዘ፡ ሀለወት፡ በቤተ፡ ልሔም፡ ኦእግዚእየ፡ ሊቅ፡ ኄር፡ ፈኑ፡ ወንሥአኒ፡ እምዝዓለም፡ ዘምሉእ፡ ሐዘናት፡ ወሁከታት,EMML,3872,ዘከመ፡ አስተርአየ፡ ገብርኤል፡ መልአክ፡ ለእግዝእትነ፡ ማርያም። ጸሎታ፡…. ወትቤ፡ እግዝእትነ፡ ማርያም፡ እንዘ፡ ሀለወት፡ በቤተ፡ ልሔም፡ ኦእግዚእየ፡ ሊቅ፡ ኄር፡ ፈኑ፡ ወንሥአኒ፡ እምዝዓለም፡ (ms: እምዝ፡) ዘምሉእ፡ ሐዘናት፡ ወሁከታት
253,ዘከመ፡ ዖርያ፡ አዕይንቲሆሙ፡ ለአይሁድ፡  ወተጸለታ። ጸሎታ፡…. ወሶበ፡ ርእዩ፡ ተአምራተ፡ ወመንክራተ፡ ዘይገብር፡ ክርስቶስ፡ በቤተ፡ ልሔም፡ በእንተ፡ እግዝእትነ፡ ወላዲተ፡ አምላክ፡ ወኵሎሙ፡ እለ፡ ቦሙ፡ ደዌ፡ ወሕማመ፡ ይመጽኡ፡ ኀበ፡ እግዝእትነ,EMML,3872,ዘከመ፡ ዖርያ፡ አዕይንቲሆሙ፡ ለአይሁድ፡ (ms: ለአይሁ፡) ወተጸለታ። ጸሎታ፡…. ወሶበ፡ ርእዩ፡ ተአምራተ፡ ወመንክራተ፡ ዘይገብር፡ ክርስቶስ፡ በቤተ፡ ልሔም፡ በእንተ፡ እግዝእትነ፡ ወላዲተ፡ አምላክ፡ ወኵሎሙ፡ እለ፡ ቦሙ፡ ደዌ፡ ወሕማመ፡ ይመጽኡ፡ ኀበ፡ እግዝእትነ
254,ዘከመ፡ አስተርአየቶሙ፡ እግዝእትነ፡ ማርያም፡ ለሐዋርያት፡ ምስለ፡ ፍቁር፡ ወልዳ፡ ምስለ፡ ሚካኤል፡ ወገብርኤል። ጸሎታ፡…. ወናሁ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ አስተርአየ፡ ማእከሌነ፡ እንዘ፡ ይነብር፡ ዲበ፡ አክናፈ፡ ኪሩቤል,EMML,3872,
255,ዘከመ፡ አስተርአየቶሙ፡ ማርያም፡ ለሐዋርያት። ጸሎታ፡…. ወእንዘ፡ ሐዋርያት፡ ይምሕርዎሙ፡ ለሰብአ፡ ሀገር፡ ወነዋ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ ወረደ፡ እምሰማይ,EMML,3872,
